No CUDA runtime is found, using CUDA_HOME='/usr/local/cuda'
08/02/2024 18:03:24 - WARNING - __main__ -   Process rank: -1, device: cpu, n_gpu: 1, distributed training: False, 16-bits training: False
08/02/2024 18:04:30 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:04:31 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:04:32 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:04:33 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:04:34 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:04:35 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:04:35 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:04:36 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:04:37 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:04:38 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:04:39 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:04:39 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:04:40 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:04:41 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:04:42 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:04:43 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:04:44 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:04:44 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:04:45 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:04:46 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:04:48 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:04:48 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:04:49 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:04:50 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:04:51 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:04:52 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:04:52 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:04:53 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:04:54 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:04:55 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:04:56 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:04:57 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:04:57 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:04:58 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:04:59 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:05:00 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:05:01 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:05:01 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:05:02 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:05:03 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:05:04 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:05:04 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:05:05 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:05:06 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:05:07 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:05:08 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:05:09 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:05:09 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:05:10 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:05:11 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:05:12 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:05:13 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:05:14 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:05:15 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:05:16 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:05:17 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:05:17 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:05:18 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:05:19 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:05:20 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:05:21 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:05:22 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:05:23 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:05:24 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:05:25 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:05:26 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:05:27 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:05:29 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:05:31 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:05:33 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:05:35 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:05:37 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:05:39 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:05:40 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:05:42 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:05:43 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:05:45 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:05:48 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:05:49 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:05:51 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:05:53 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:05:55 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:05:57 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:05:59 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:06:00 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:06:02 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:06:03 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:06:05 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:06:08 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:06:09 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:06:11 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:06:13 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:06:15 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:06:17 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:06:18 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:06:19 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:06:21 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:06:23 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:06:24 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:06:25 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:06:26 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:06:27 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:06:28 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:06:29 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:06:30 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:06:31 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:06:32 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:06:32 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:06:34 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:06:36 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:06:38 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:06:40 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:06:43 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:06:46 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:06:49 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:06:51 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:06:53 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:06:55 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:06:58 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:06:59 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:07:00 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:07:00 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:07:01 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:07:02 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:07:03 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:07:04 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:07:05 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:07:06 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:07:07 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:07:08 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:07:09 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:07:09 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:07:10 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:07:11 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:07:12 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:07:13 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:07:14 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:07:15 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:07:16 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:07:17 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:07:18 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:07:19 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:07:20 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:07:21 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:07:22 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:07:23 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:07:24 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:07:25 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:07:26 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:07:27 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:07:28 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:07:29 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:07:30 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:07:31 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:07:32 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:07:32 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:07:33 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:07:34 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:07:35 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:07:36 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:07:37 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:07:38 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:07:39 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:07:40 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:07:41 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:07:42 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:07:42 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:07:43 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:07:44 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:07:45 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:07:46 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:07:47 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:07:48 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:07:49 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:07:49 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:07:50 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:07:51 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:07:52 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:07:53 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:07:54 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:07:55 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:07:56 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:07:57 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:07:58 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:07:58 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:07:59 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:08:00 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:08:01 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:08:03 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:08:03 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:08:04 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:08:05 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:08:06 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:08:07 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:08:08 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:08:09 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:08:09 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:08:10 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:08:11 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:08:12 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:08:12 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:08:13 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:08:14 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:08:15 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:08:15 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:08:16 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:08:17 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:08:18 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:08:18 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:08:19 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:08:20 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:08:22 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:08:23 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:08:24 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:08:27 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:08:28 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:08:29 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:08:30 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:08:31 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:08:32 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:08:33 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:08:34 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:08:36 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:08:38 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:08:39 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:08:40 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:08:41 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:08:43 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:08:44 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:08:45 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:08:47 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:08:48 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:08:49 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:08:50 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:08:51 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:08:53 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:08:54 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:08:56 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:08:57 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:08:58 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:08:59 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:09:00 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:09:01 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:09:02 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:09:04 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:09:05 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:09:07 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:09:08 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:09:09 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:09:10 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:09:11 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:09:12 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:09:13 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:09:14 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:09:15 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:09:16 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:09:17 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:09:17 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:09:18 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:09:19 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:09:20 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:09:21 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:09:21 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:09:22 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:09:24 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:09:26 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:09:28 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:09:31 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:09:34 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:09:36 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:09:39 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:09:41 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:09:43 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:09:45 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:09:46 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:09:47 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:09:48 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:09:49 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:09:50 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:09:51 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:09:51 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:09:52 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:09:53 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:09:54 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:09:55 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:09:56 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:09:57 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:09:58 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:09:58 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:09:59 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:10:00 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:10:01 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:10:02 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:10:03 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:10:04 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:10:05 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:10:06 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:10:07 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:10:08 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:10:08 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:10:09 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:10:10 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:10:11 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:10:12 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:10:14 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:10:15 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:10:16 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:10:17 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:10:18 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:10:19 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:10:20 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:10:21 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:10:22 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:10:23 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:10:24 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:10:25 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:10:26 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:10:27 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:10:29 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:10:30 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:10:31 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:10:32 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:10:33 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:10:34 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:10:35 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:10:36 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:10:37 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:10:38 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:10:39 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:10:40 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:10:41 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:10:42 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:10:43 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:10:45 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:10:46 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:10:47 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:10:48 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:10:49 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:10:50 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:10:51 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:10:52 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:10:52 - INFO - __main__ -   ************ Loading Data ***************
08/02/2024 18:10:53 - INFO - __main__ -   ************ Loading Data ***************
